SF,MC,DM,PY
四川,格里坪,GLP,geliping
四川,甘洛,GLU,ganluo
四川,广顺场,GSC,guangshunchang
四川,高兴,GXI,gaoxing
四川,公兴,GXI,gongxing
四川,广元东,GYD,guangyuandong
四川,广元南,GYN,guangyuannan
四川,广元,GYU,guangyuan
四川,洪安乡,HAX,honganxiang
四川,红峰,HFE,hongfeng
四川,红光镇,HGZ,hongguangzhen
四川,红花塘,HHT,honghuatang
四川,黄家坝,HJB,huangjiaba
四川,横江,HJI,hengjiang
四川,侯家坪,HJP,houjiaping
四川,花楼坝,HLB,hualouba
四川,黄联关,HLG,huanglianguan
四川,花棚子,HPZ,huapengzi
四川,黄,HQI,huang
四川,黄水塘,HST,huangshuitang
四川,汉旺,HWA,hanwang
四川,汉王山,HWS,hanwangshan
四川,黄洋,HYA,huangyang
四川,华蓥,HYI,huaying
四川,汉源,HYU,hanyuan
四川,嘉川,JCH,jiachuan
四川,金刚沱,JGT,jingangtuo
四川,经久,JJI,jingjiu
四川,金口河,JKH,jinkouhe
四川,九里,JLI,jiuli
四川,金沙湾,JSW,jinshawan
四川,金堂,JTA,jintang
四川,简阳,JYA,jianyang
四川,旌阳,JYA,jingyang
四川,江油,JYO,jiangyou
四川,聚源,JYU,juyuan
四川,敬梓场,JZC,jingzichang
四川,开江,KJI,kaijiang
四川,孔滩,KTA,kongtan
四川,拉白,LBA,labai
四川,乐坝,LBA,leba
四川,李冰广场,LBC,libingguangchang
四川,临巴溪,LBX,linbaxi
四川,隆昌,LCH,longchang
四川,离堆公园,LDY,liduigongyuan
四川,刘沟,LGO,liugou
四川,栏杆滩,LGT,langantan
四川,凉红,LHO,lianghong
四川,联合乡,LHX,lianhexiang
四川,临江场,LJC,linjiangchang
四川,罗江东,LJD,luojiangdong
四川,罗江,LJI,luojiang
四川,临江寺,LJS,linjiangsi
四川,乐山北,LSB,leshanbei
四川,乐山,LSH,leshan
四川,李市镇,LSZ,lishizhen
四川,龙潭寺,LTS,longtansi
四川,乐武,LWU,lewu
四川,灵仙庙,LXM,lingxianmiao
四川,乐跃,LYU,leyue
四川,拉鲊,LZH,lazha
四川,礼州,LZH,lizhou
四川,毛坝,MBA,maoba
四川,墨池坝,MCB,mochiba
四川,马村,MCU,macun
四川,密地,MDI,midi
四川,木瓜坪,MGP,muguaping
四川,马角坝,MJB,majiaoba
四川,马街,MJI,majie
四川,麻栗,MLI,mali
四川,冕宁,MNI,mianning
四川,眉山东,MSD,meishandong
四川,眉山,MSH,meishan
四川,冕山,MSH,mianshan
四川,漫水湾,MSW,manshuiwan
四川,绵阳,MYA,mianyang
四川,米易,MYI,miyi
四川,庙子沟,MZG,miaozigou
四川,南岸坝,NAB,nananba
四川,尼波,NBO,nibo
四川,南充东,NCD,nanchongdong
四川,南充,NCH,nanchong
四川,南尔岗,NEG,nanergang
四川,内江,NJI,neijiang
四川,内江南,NJN,neijiangnan
四川,牛坪子,NPZ,niupingzi
四川,尼日,NRI,niri
四川,蓬安,PAN,pengan
四川,蒲坝,PBA,puba
四川,平等,PDE,pingdeng
四川,蒲家,PJI,pujia
四川,普济,PJI,puji
四川,彭山北,PSB,pengshanbei
四川,彭山,PSH,pengshan
四川,郫县东,PXD,pixiandong
四川,蓬溪,PXI,pengxi
四川,普兴,PXI,puxing
四川,普雄,PXI,puxiong
四川,郫县,PXI,pixian
四川,郫县西,PXX,pixianxi
四川,攀枝花,PZH,panzhihua
四川,彭州,PZH,pengzhou
四川,彭州南,PZN,pengzhounan
四川,青白江东,QBD,qingbaijiangdong
四川,青城山,QCS,qingchengshan
四川,青杠,QGA,qinggang
四川,青花,QHU,qinghua
四川,覃家坝,QJB,tanjiaba
四川,青龙场,QLC,qinglongchang
四川,青莲,QLI,qinglian
四川,青神,QSH,qingshen
四川,渠县,QXI,quxian
四川,冉家河,RJH,ranjiahe
四川,沙坝,SBA,shaba
四川,石板滩,SBT,shibantan
四川,石场,SCH,shichang
四川,三道堰,SDY,sandaoyan
四川,三堆子,SDZ,sanduizi
四川,双福,SFU,shuangfu
四川,双凤驿,SFY,shuangfengyi
四川,上格达,SGD,shanggeda
四川,三汇坝,SHB,sanhuiba
四川,顺河场,SHC,shunhechang
四川,三汇镇,SHZ,sanhuizhen
四川,赛金桥,SJQ,saijinqiao
四川,双流机场,SLC,shuangliujichang
四川,双流,SLI,shuangliu
四川,双龙,SLO,shuanglong
四川,双流西,SLX,shuangliuxi
四川,沙马拉达,SMD,shamalada
四川,思,SME,si
四川,遂宁,SNI,suining
四川,遂宁南,SNN,suiningnan
四川,上普雄,SPX,shangpuxiong
四川,石桥镇,SQZ,shiqiaozhen
四川,双石桥,SSQ,shuangshiqiao
四川,沙湾,SWA,shawan
四川,尚武,SWU,shangwu
四川,苏雄,SXI,suxiong
四川,石柱槽,SZC,shizhucao
四川,师庄,SZH,shizhuang
四川,太和,THE,taihe
四川,铁口,TKO,tiekou
四川,铁西,TXI,tiexi
四川,土溪,TXI,tuxi
四川,桐子林,TZL,tongzilin
四川,旺苍,WCA,wangcang
四川,王场,WCH,wangchang
四川,吴场,WCH,wuchang
四川,五凤溪,WFX,wufengxi
四川,弯,WQI,wan
四川,万盛,WSH,wansheng
四川,万源,WYU,wanyuan
四川,瓦祖,WZU,wazu
四川,西昌北,XCB,xichangbei
四川,西昌,XCH,xichang
四川,巡场,XCH,xunchang
四川,西昌南,XCN,xichangnan
四川,新都东,XDD,xindudong
四川,喜德,XDE,xide
四川,小高,XGA,xiaogao
四川,宣汉,XHA,xuanhan
四川,新江,XJI,xinjiang
四川,新津,XJI,xinjin
四川,新津南,XJN,xinjinnan
四川,下两,XLI,xialiang
四川,新凉,XLI,xinliang
四川,新民场,XMC,xinminchang
四川,犀浦东,XPD,xipudong
四川,犀浦,XPU,xipu
四川,下普雄,XPX,xiapuxiong
四川,新铁村,XTC,xintiecun
四川,元坝,YBA,yuanba
四川,宜宾,YBI,yibin
四川,迎宾路,YBL,yingbinlu
四川,宜宾南,YBN,yibinnan
四川,一步滩,YBT,yibutan
四川,俞冲,YCH,yuchong
四川,岳池,YCH,yuechi
四川,鱼洞,YDO,yudong
四川,燕岗,YGA,yangang
四川,月华,YHU,yuehua
四川,垭口,YKO,yakou
四川,永郎,YLA,yonglang
四川,养马河,YMH,yangmahe
四川,营山,YSH,yingshan
四川,油溪,YXI,youxi
四川,越西,YXI,yuexi
四川,迎祥街,YXJ,yingxiangjie
四川,杨漩,YXU,yangxuan
四川,迤资,YZI,yizi
四川,自贡,ZGO,zigong
四川,昭化,ZHU,zhaohua
四川,梓潼,ZTO,zitong
四川,轸溪,ZXI,zhenxi
四川,资阳,ZYA,ziyang
四川,竹园坝,ZYB,zhuyuanba
四川,资中,ZZH,zizhong
四川,枣子林,ZZL,zaozilin
贵州,安龙,ALO,anlong
贵州,安顺,ASH,anshun
贵州,柏果,BGU,baiguo
贵州,白鸡坡,BJP,baijipo
贵州,宝老山,BLS,baolaoshan
贵州,白水河,BSH,baishuihe
贵州,百宜,BYI,baiyi
贵州,茨冲,CCH,cichong
贵州,草海,CHA,caohai
贵州,册亨,CHE,ceheng
贵州,岔江,CJI,chajiang
贵州,从江,CJI,congjiang
贵州,曹家湾,CJW,caojiawan
贵州,都格,DGE,duge
贵州,大河坝,DHB,daheba
贵州,打括,DKU,dakuo
贵州,独山,DSH,dushan
贵州,大湾,DWA,dawan
贵州,打羊,DYA,dayang
贵州,都匀东,DYD,duyundong
贵州,都匀,DYU,duyun
贵州,大宗坪,DZP,dazongping
贵州,二道岩,EDY,erdaoyan
贵州,峰洞,FDO,fengdong
贵州,发耳,FER,faer
贵州,福泉,FQU,fuquan
贵州,贵定北,GDB,guidingbei
贵州,贵定,GDI,guiding
贵州,贵定南,GDN,guidingnan
贵州,贵定县,GDX,guidingxian
贵州,高峰,GFE,gaofeng
贵州,革居,GJU,geju
贵州,高炉子,GLZ,gaoluzi
贵州,高坪铺,GPP,gaopingpu
贵州,贵阳,GYA,guiyang
贵州,贵阳北,GYB,guiyangbei
贵州,贵阳东,GYD,guiyangdong
贵州,贵阳西,GYX,guiyangxi
贵州,关寨,GZH,guanzhai
贵州,湖潮,HCH,huchao
贵州,化处,HCH,huachu
贵州,红果,HGU,hongguo
贵州,红花园,HHY,honghuayuan
贵州,花家庄,HJZ,huajiazhuang
贵州,黄平,HPI,huangping
贵州,黄丝,HSI,huangsi
贵州,汇塘河,HTH,huitanghe
贵州,黄桶,HTO,huangtong
贵州,花土坡,HTP,huatupo
贵州,河阳,HYA,heyang
贵州,鸡场坡,JCP,jichangpo
贵州,加劳,JLA,jialao
贵州,九龙塘,JLT,jiulongtang
贵州,蕉溪,JXI,jiaoxi
贵州,金钟,JZH,jinzhong
贵州,凯里,KLI,kaili
贵州,凯里南,KLN,kailinan
贵州,开阳,KYA,kaiyang
贵州,滥坝,LBA,lanba
贵州,龙洞堡,LDB,longdongbao
贵州,鲁番,LFA,lufan
贵州,凉风垭,LFY,liangfengya
贵州,老锅厂,LGC,laoguochang
贵州,六个鸡,LGJ,liugeji
贵州,龙广,LGU,longguang
贵州,李家湾,LJW,lijiawan
贵州,龙里北,LLB,longlibei
贵州,龙里,LLI,longli
贵州,六盘水南,LPN,liupanshuinan
贵州,六盘水,LPS,liupanshui
贵州,娄山关,LSG,loushanguan
贵州,凉水井,LSJ,liangshuijing
贵州,两所屯,LST,liangsuotun
贵州,老王洞,LWD,laowangdong
贵州,洛湾三江,LWJ,luowansanjiang
贵州,李子沟,LZG,lizigou
贵州,六枝,LZH,liuzhi
贵州,马场,MCH,machang
贵州,墨冲,MCH,mochong
贵州,茅草坪,MCP,maocaoping
贵州,蒙渡,MDU,mengdu
贵州,马嘎,MGA,maga
贵州,梅花山,MHS,meihuashan
贵州,麻江,MJI,majiang
贵州,麻尾,MWE,mawei
贵州,木竹河,MZH,muzhuhe
贵州,南江,NJI,nanjiang
贵州,那玉,NYU,nayu
贵州,平坝,PBA,pingba
贵州,品甸,PDI,pindian
贵州,普定,PDI,puding
贵州,盘关,PGU,panguan
贵州,平关,PGU,pingguan
贵州,平田,PTI,pingtian
贵州,葡萄菁,PTQ,putaojing
贵州,清水沟,QSG,qingshuigou
贵州,清水河西,QSX,qingshuihexi
贵州,青溪,QXI,qingxi
贵州,榕江,RJI,rongjiang
贵州,松坝,SBA,songba
贵州,施秉,SBI,shibing
贵州,石板哨,SBS,shibanshao
贵州,水城,SCH,shuicheng
贵州,沙厂坪,SCP,shachangping
贵州,三都县,SDX,sanduxian
贵州,松河,SHE,songhe
贵州,水花,SHU,shuihua
贵州,三家寨,SJZ,sanjiazhai
贵州,松坎,SKA,songkan
贵州,双水,SSH,shuangshui
贵州,三穗,SSU,sansui
贵州,松桃,STA,songtao
贵州,沙沱,STU,shatuo
贵州,上西铺,SXP,shangxipu
贵州,三元坝,SYB,sanyuanba
贵州,石丫口,SYK,shiyakou
贵州,太白,TBA,taibai
贵州,天龙,TLO,tianlong
贵州,桐木寨,TMZ,tongmuzhai
贵州,铜仁,TRE,tongren
贵州,铜仁南,TRN,tongrennan
贵州,桐梓,TZI,tongzi
贵州,威箐,WJI,weiqing
贵州,威舍,WSH,weishe
贵州,瓦窑田,WYT,wayaotian
贵州,新场,XCH,xinchang
贵州,息烽,XFE,xifeng
贵州,星朗,XLA,xinglang
贵州,新平坝,XPB,xinpingba
贵州,新坪田,XPT,xinpingtian
贵州,相思河,XSH,xiangsihe
贵州,小雨谷,XYG,xiaoyugu
贵州,兴义,XYI,xingyi
贵州,学庄,XZH,xuezhuang
贵州,雨格,YGE,yuge
贵州,营街,YJI,yingjie
贵州,月亮田,YLT,yueliangtian
贵州,迤那,YNA,yina
贵州,羊坪,YPI,yangping
贵州,玉屏,YPI,yuping
贵州,么铺,YPU,mepu
贵州,玉舍,YSH,yushe
贵州,元田坝,YTB,yuantianba
贵州,朱嘎,ZGA,zhuga
贵州,织金,ZJI,zhijin
贵州,朱石寨,ZSZ,zhushizhai
贵州,郑屯,ZTU,zhengtun
贵州,遵义,ZYI,zunyi
贵州,镇远,ZYU,zhenyuan
云南,阿南庄,ANZ,ananzhuang
云南,碧鸡关,BJG,bijiguan
云南,班猫箐,BMQ,banmaoqing
云南,白沙坡,BSP,baishapo
云南,白水镇,BSZ,baishuizhen
云南,白塔村,BTC,baitacun
云南,草坝,CBA,caoba
云南,长冲,CCH,zhangchong
云南,呈贡,CGO,chenggong
云南,岔河,CHE,chahe
云南,赤木岭,CML,chimuling
云南,苍坪,CPI,cangping
云南,长坡岭,CPL,zhangpoling
云南,楚雄,CXI,chuxiong
云南,车转湾,CZW,chezhuanwan
云南,大德,DDE,dade
云南,大关,DGU,daguan
云南,甸苴坝,DJB,dianjuba
云南,大苴,DJU,daju
云南,邓家湾,DJW,dengjiawan
云南,大旧庄,DJZ,dajiuzhuang
云南,大理北,DLB,dalibei
云南,大理东,DLD,dalidong
云南,大理,DLI,dali
云南,豆沙关,DSG,doushaguan
云南,读书铺,DSP,dushupu
云南,大田边,DTB,datianbian
云南,甸尾,DWE,dianwei
云南,大湾子,DWZ,dawanzi
云南,甸心,DXI,dianxin
云南,二道桥,EDQ,erdaoqiao
云南,凤凰山,FHS,fenghuangshan
云南,凤仪村,FYC,fengyicun
云南,富源,FYU,fuyuan
云南,高楼房,GLF,gaoloufang
云南,广南卫,GNW,guangnanwei
云南,广通北,GTB,guangtongbei
云南,广通,GTO,guangtong
云南,广卫村,GWC,guangweicun
云南,格以头,GYT,geyitou
云南,黄瓜园,HGY,huangguayuan
云南,黑井,HJI,heijing
云南,红江,HJI,hongjiang
云南,河口北,HKB,hekoubei
云南,鹤庆,HQI,heqing
云南,黑土凹,HTA,heituao
云南,鸡街,JJI,jijie
云南,金马村,JMC,jinmacun
云南,建水北,JSB,jianshuibei
云南,建水,JSH,jianshui
云南,江所田,JST,jiangsuotian
云南,昆明北,KMB,kunmingbei
云南,昆明,KMI,kunming
云南,昆明西,KMX,kunmingxi
云南,昆阳,KYA,kunyang
云南,禄丰,LFE,lufeng
云南,禄丰南,LFN,lufengnan
云南,龙骨甸,LGD,longgudian
云南,芦沟,LGO,lugou
云南,李浩寨,LHZ,lihaozhai
云南,丽江,LJI,lijiang
云南,临江溪,LJX,linjiangxi
云南,陆良,LLI,luliang
云南,罗平,LPI,luoping
云南,乐善村,LSC,leshancun
云南,龙塘坝,LTB,longtangba
云南,弥渡,MDU,midu
云南,马房,MFA,mafang
云南,木戛,MGA,mujia
云南,马龙,MLO,malong
云南,密马龙,MML,mimalong
云南,沐滂,MPA,mupang
云南,茂舍祖,MSZ,maoshezu
云南,牧羊村,MYC,muyangcun
云南,蒙自北,MZB,mengzibei
云南,蒙自,MZI,mengzi
云南,南华,NHU,nanhua
云南,牛街庄,NJZ,niujiezhuang
云南,屏边,PBI,pingbian
云南,普洱渡,PED,puerdu
云南,平河口,PHK,pinghekou
云南,跑马山,PMS,paomashan
云南,浸长村,QCC,jinzhangcun
云南,七甸,QDI,qidian
云南,勤丰营,QFY,qinfengying
云南,曲江,QJI,qujiang
云南,曲靖,QJI,qujing
云南,青龙寺,QLS,qinglongsi
云南,秋木园,QMY,qiumuyuan
云南,桥头村,QTC,qiaotoucun
云南,水富,SFU,shuifu
云南,上关,SGU,shangguan
云南,柿花树,SHS,shihuashu
云南,施家嘴,SJZ,shijiazui
云南,石林,SLI,shilin
云南,石林南,SLN,shilinnan
云南,双湄村,SMC,shuangmeicun
云南,沙桥,SQI,shaqiao
云南,沙沙坡,SSP,shashapo
云南,师宗,SZO,shizong
云南,唐房村,TFC,tangfangcun
云南,铜鼓溪,TGX,tongguxi
云南,棠海,THA,tanghai
云南,通海,THA,tonghai
云南,田梁子,TLZ,tianliangzi
云南,塔石嘴,TSZ,tashizui
云南,滩头,TTO,tantou
云南,吴官田,WGT,wuguantian
云南,王家营西,WJX,wangjiayingxi
云南,王家营,WJY,wangjiaying
云南,温泉,WQU,wenquan
云南,挖色,WSE,wase
云南,新安,XAN,xinan
云南,小村,XCU,xiaocun
云南,小得江,XDJ,xiaodejiang
云南,小儿坪,XEP,xiaoerping
云南,小关溪,XGX,xiaoguanxi
云南,小海口,XHK,xiaohaikou
云南,向隍,XHU,xianghuang
云南,西街口,XJK,xijiekou
云南,小路溪,XLX,xiaoluxi
云南,喜鹊乐,XQL,xiquele
云南,仙水,XSH,xianshui
云南,小哨,XSH,xiaoshao
云南,宣威,XWE,xuanwei
云南,小喜村,XXC,xiaoxicun
云南,小新街,XXJ,xiaoxinjie
云南,小月旧,XYJ,xiaoyuejiu
云南,祥云,XYU,xiangyun
云南,姚安,YAN,yaoan
云南,渔坝村,YBC,yubacun
云南,秧草地,YCD,yangcaodi
云南,尹地,YDI,yindi
云南,永丰营,YFY,yongfengying
云南,盐津北,YJB,yanjinbei
云南,羊臼河,YJH,yangjiuhe
云南,盐津,YJI,yanjin
云南,宜良北,YLB,yiliangbei
云南,杨林,YLI,yanglin
云南,彝良,YLI,yiliang
云南,彝良南,YLN,yiliangnan
云南,元谋,YMO,yuanmou
云南,宜耐,YNA,yinai
云南,一平浪,YPL,yipinglang
云南,羊堡,YPU,yangbao
云南,羊尾哨,YWS,yangweishao
云南,玉溪,YXI,yuxi
云南,玉溪南,YXN,yuxinan
云南,燕子洞,YZD,yanzidong
云南,羊者窝,YZW,yangzhewo
云南,照福铺,ZFP,zhaofupu
云南,曾家坪子,ZJZ,cengjiapingzi
云南,泽润里,ZRL,zerunli
云南,中滩,ZTA,zhongtan
云南,昭通北,ZTB,zhaotongbei
云南,昭通南,ZTN,zhaotongnan
云南,昭通,ZTO,zhaotong
云南,中谊村,ZYC,zhongyicun
云南,沾益,ZYI,zhanyi
云南,中寨,ZZH,zhongzhai
西藏,安多,ADU,anduo
西藏,当雄,DXI,dangxiong
西藏,拉萨,LSA,lasa
西藏,尼木,NMU,nimu
西藏,那曲,NQU,naqu
西藏,曲水县,QSX,qushuixian
西藏,仁布,RBU,renbu
西藏,日喀则,RKZ,rikaze
西藏,协荣,XRO,xierong
陕西,安康,AKA,ankang
陕西,白河东,BHD,baihedong
陕西,白河县,BHX,baihexian
陕西,宝鸡,BJI,baoji
陕西,宝鸡南,BJN,baojinan
陕西,灞桥,BQI,baqiao
陕西,白水江,BSJ,baishuijiang
陕西,彬县,BXI,binxian
陕西,城固,CGU,chenggu
陕西,池河,CHE,chihe
陕西,曹家伙场,CJC,caojiahuochang
陕西,蔡家坡,CJP,caijiapo
陕西,长武,CWU,zhangwu
陕西,茶镇,CZH,chazhen
陕西,大保当,DBD,dabaodang
陕西,定边,DBI,dingbian
陕西,丹凤,DFE,danfeng
陕西,大荔北,DLB,dalibei
陕西,大荔,DLI,dali
陕西,道镇,DZH,daozhen
陕西,杜赵,DZH,duzhao
陕西,大竹园,DZY,dazhuyuan
陕西,洞子崖,DZY,dongziya
陕西,府谷,FGU,fugu
陕西,冯家山,FJS,fengjiashan
陕西,福临堡,FLP,fulinbao
陕西,富县东,FXD,fuxiandong
陕西,凤县,FXI,fengxian
陕西,凤翔,FXI,fengxiang
陕西,富县,FXI,fuxian
陕西,凤州,FZH,fengzhou
陕西,高梁铺,GLP,gaoliangpu
陕西,甘泉北,GQB,ganquanbei
陕西,甘泉,GQU,ganquan
陕西,孤山川,GSC,gushanchuan
陕西,高滩,GTA,gaotan
陕西,高潭子,GTZ,gaotanzi
陕西,虢镇,GZH,guozhen
陕西,韩城,HCH,hancheng
陕西,红花铺,HHP,honghuapu
陕西,黄陵,HLI,huangling
陕西,华山北,HSB,huashanbei
陕西,华山,HSH,huashan
陕西,火烧寨,HSZ,huoshaozhai
陕西,红卫坝,HWB,hongweiba
陕西,横现河,HXH,hengxianhe
陕西,合阳,HYA,heyang
陕西,黄羊城,HYC,huangyangcheng
陕西,汉阴,HYI,hanyin
陕西,汉中,HZH,hanzhong
陕西,何寨,HZH,hezhai
陕西,靖边,JBI,jingbian
陕西,涧池铺,JCP,jianchipu
陕西,锦界,JJI,jinjie
陕西,巨亭,JTI,juting
陕西,洛川东,LCD,luochuandong
陕西,吕河,LHE,lvhe
陕西,刘家沟,LJG,liujiagou
陕西,李家河,LJH,lijiahe
陕西,零口,LKO,lingkou
陕西,礼泉,LQU,liquan
陕西,乐素河,LSH,lesuhe
陕西,临潼东,LTD,lintongdong
陕西,临潼,LTO,lintong
陕西,陇县,LXI,longxian
陕西,略阳,LYA,lueyang
陕西,毛坝关,MBG,maobaguan
陕西,麻柳,MLI,maliu
陕西,茂陵,MLI,maoling
陕西,马蹄湾,MTW,matiwan
陕西,勉西,MXI,mianxi
陕西,勉县,MXI,mianxian
陕西,米脂,MZH,mizhi
陕西,梅子铺,MZP,meizipu
陕西,牛家梁,NJL,niujialiang
陕西,娘娘庙,NNM,niangniangmiao
陕西,蒲城东,PCD,puchengdong
陕西,蒲城,PCH,pucheng
陕西,坡底村,PDC,podicun
陕西,蟠龙镇,PLZ,panlongzhen
陕西,千河,QHE,qianhe
陕西,清涧县,QJX,qingjianxian
陕西,秦岭,QLI,qinling
陕西,岐山,QSH,qishan
陕西,乾县,QXI,qianxian
陕西,千阳,QYA,qianyang
陕西,绥德,SDE,suide
陕西,水沟,SGO,shuigou
陕西,蜀河,SHE,shuhe
陕西,三花石,SHS,sanhuashi
陕西,史家铺,SJP,shijiapu
陕西,苏家坡,SJP,sujiapo
陕西,商洛,SLU,shangluo
陕西,神木北,SMB,shenmubei
陕西,石庙沟,SMG,shimiaogou
陕西,神木,SMU,shenmu
陕西,神木西,SMX,shenmuxi
陕西,商南,SNA,shangnan
陕西,石泉县,SQX,shiquanxian
陕西,三原,SYU,sanyuan
陕西,孙镇,SZH,sunzhen
陕西,生芝渠,SZQ,shengzhiqu
陕西,潼关,TGU,tongguan
陕西,田庄镇,TZZ,tianzhuangzhen
陕西,武功,WGO,wugong
陕西,魏家楼,WJL,weijialou
陕西,湾李所,WLS,wanlisuo
陕西,渭南,WNA,weinan
陕西,渭南北,WNB,weinanbei
陕西,渭南南,WNN,weinannan
陕西,吴堡,WPU,wubao
陕西,瓦窑堡,WYP,wayaobao
陕西,韦庄,WZH,weizhuang
陕西,西安北,XAB,xianbei
陕西,西安东,XAD,xiandong
陕西,西安,XAN,xian
陕西,西安南,XAN,xiannan
陕西,新城川,XCC,xinchengchuan
陕西,新丰镇,XFZ,xinfengzhen
陕西,西沟,XGO,xigou
陕西,小河镇,XHZ,xiaohezhen
陕西,徐家坪,XJP,xujiaping
陕西,兴平,XPI,xingping
陕西,西社,XSH,xishe
陕西,西乡,XXI,xixiang
陕西,咸阳,XYA,xianyang
陕西,旬阳,XYA,xunyang
陕西,旬阳北,XYB,xunyangbei
陕西,咸阳秦都,XYD,xianyangqindou
陕西,向阳镇,XYZ,xiangyangzhen
陕西,延安,YAN,yanan
陕西,砚川,YCH,yanchuan
陕西,窑村,YCU,yaocun
陕西,义合镇,YHZ,yihezhen
陕西,晏家坝,YJB,yanjiaba
陕西,永乐店,YLD,yongledian
陕西,阎良,YLI,yanliang
陕西,杨陵,YLI,yangling
陕西,榆林,YLI,yulin
陕西,杨陵南,YLN,yanglingnan
陕西,阳平关,YPG,yangpingguan
陕西,永寿,YSH,yongshou
陕西,洋县,YXI,yangxian
陕西,燕子砭,YZB,yanzibian
陕西,营镇,YZH,yingzhen
陕西,镇安,ZAN,zhenan
陕西,子长,ZCH,zizhang
陕西,张家船,ZJC,zhangjiachuan
陕西,钟家村,ZJC,zhongjiacun
陕西,张桥,ZQI,zhangqiao
陕西,柞水,ZSH,zhashui
陕西,缯溪河,ZXH,zengxihe
陕西,棕溪,ZXI,zongxi
陕西,早阳,ZYA,zaoyang
陕西,紫阳,ZYA,ziyang
陕西,子洲,ZZH,zizhou
甘肃,安北,ABE,anbei
甘肃,安口窑,AKY,ankouyao
甘肃,白银市,BYS,baiyinshi
甘肃,白银西,BYX,baiyinxi
甘肃,长城,CCH,zhangcheng
甘肃,陈官营,CGY,chenguanying
甘肃,陈家湾西,CJX,chenjiawanxi
甘肃,长庆桥,CQQ,zhangqingqiao
甘肃,崇信,CXI,chongxin
甘肃,长征,CZH,zhangzheng
甘肃,打柴沟,DCG,dachaigou
甘肃,敦煌,DHU,dunhuang
甘肃,东湾,DWA,dongwan
甘肃,大武口,DWK,dawukou
甘肃,低窝铺,DWP,diwopu
甘肃,定西,DXI,dingxi
甘肃,福利区,FLQ,fuliqu
甘肃,丰水村,FSC,fengshuicun
甘肃,甘草店,GCD,gancaodian
甘肃,甘谷,GGU,gangu
甘肃,皋兰,GLA,gaolan
甘肃,古浪,GLA,gulang
甘肃,高台,GTA,gaotai
甘肃,高台南,GTN,gaotainan
甘肃,瓜州,GZH,guazhou
甘肃,黑冲滩,HCT,heichongtan
甘肃,贺家店,HJD,hejiadian
甘肃,河口南,HKN,hekounan
甘肃,红柳河,HLH,hongliuhe
甘肃,宏庆,HQI,hongqing
甘肃,红砂岘,HSX,hongshaxian
甘肃,徽县,HXI,huixian
甘肃,红岘台,HXT,hongxiantai
甘肃,黄羊头,HYT,huangyangtou
甘肃,黄羊镇,HYZ,huangyangzhen
甘肃,金昌,JCH,jinchang
甘肃,泾川,JCH,jingchuan
甘肃,芨岭,JLI,jiling
甘肃,军马场,JMC,junmachang
甘肃,酒泉南,JQN,jiuquannan
甘肃,酒泉,JQU,jiuquan
甘肃,景泰,JTA,jingtai
甘肃,镜铁山,JTS,jingtieshan
甘肃,嘉峪关,JYG,jiayuguan
甘肃,嘉峪关南,JYN,jiayuguannan
甘肃,靖远,JYU,jingyuan
甘肃,靖远西,JYX,jingyuanxi
甘肃,两当,LDA,liangdang
甘肃,柳沟南,LGN,liugounan
甘肃,柳沟,LGO,liugou
甘肃,龙沟,LGO,longgou
甘肃,绿化,LHU,luhua
甘肃,李家坪,LJP,lijiaping
甘肃,洛门,LME,luomen
甘肃,龙泉寺,LQS,longquansi
甘肃,骆驼巷,LTX,luotuoxiang
甘肃,狼尾山,LWS,langweishan
甘肃,陇西,LXI,longxi
甘肃,柳园南,LYN,liuyuannan
甘肃,柳园,LYU,liuyuan
甘肃,兰州东,LZD,lanzhoudong
甘肃,临泽,LZE,linze
甘肃,兰州,LZH,lanzhou
甘肃,临泽南,LZN,linzenan
甘肃,兰州新区,LZQ,lanzhouxinqu
甘肃,兰州西,LZX,lanzhouxi
甘肃,民乐,MLE,minle
甘肃,庙庄,MZH,miaozhuang
甘肃,南河川,NHC,nanhechuan
甘肃,磐安镇,PAZ,pananzhen
甘肃,坡底下,PDX,podixia
甘肃,平凉,PLI,pingliang
甘肃,平凉南,PLN,pingliangnan
甘肃,平原堡,PYP,pingyuanbao
甘肃,清泉南,QQN,qingquannan
甘肃,清水北,QSB,qingshuibei
甘肃,清水,QSH,qingshui
甘肃,桥湾,QWA,qiaowan
甘肃,桥西,QXI,qiaoxi
甘肃,庆阳山,QYS,qingyangshan
甘肃,山丹,SDA,shandan
甘肃,邵家堂,SJT,shaojiatang
甘肃,疏勒河,SLH,shulehe
甘肃,石峡子,SXZ,shixiazi
甘肃,三阳川,SYC,sanyangchuan
甘肃,上腰墩,SYD,shangyaodun
甘肃,神峪河,SYH,shenyuhe
甘肃,水源,SYU,shuiyuan
甘肃,桑园子,SYZ,sangyuanzi
甘肃,通安驿,TAY,tonganyi
甘肃,谭家井,TJJ,tanjiajing
甘肃,土门子,TMZ,tumenzi
甘肃,天水,TSH,tianshui
甘肃,天祝,TZH,tianzhu
甘肃,吴家川,WJC,wujiachuan
甘肃,王家湾,WJW,wangjiawan
甘肃,渭南镇,WNZ,weinanzhen
甘肃,武山,WSH,wushan
甘肃,武威,WWE,wuwei
甘肃,武威南,WWN,wuweinan
甘肃,西固城,XGC,xigucheng
甘肃,西固,XGU,xigu
